no	month	temperature	precipitation	station	country	latitude	NS	longitude	WE	altitude
1938	12	-2	NA	トウィリンゲート〔ニューファンドランド・ラブラドル〕_カナダ	カナダ	49.68	N	54.8	W	92
1939	1	-6.7	NA	トレントン〔オンタリオ〕_カナダ	カナダ	44.12	N	77.53	W	86
1939	2	-5.5	NA	トレントン〔オンタリオ〕_カナダ	カナダ	44.12	N	77.53	W	86
1939	3	-0.5	NA	トレントン〔オンタリオ〕_カナダ	カナダ	44.12	N	77.53	W	86
1939	4	6.3	NA	トレントン〔オンタリオ〕_カナダ	カナダ	44.12	N	77.53	W	86
1939	5	13.1	NA	トレントン〔オンタリオ〕_カナダ	カナダ	44.12	N	77.53	W	86
1939	6	18.3	NA	トレントン〔オンタリオ〕_カナダ	カナダ	44.12	N	77.53	W	86
1939	7	20.9	NA	トレントン〔オンタリオ〕_カナダ	カナダ	44.12	N	77.53	W	86
1939	8	20	NA	トレントン〔オンタリオ〕_カナダ	カナダ	44.12	N	77.53	W	86
1939	9	15.8	NA	トレントン〔オンタリオ〕_カナダ	カナダ	44.12	N	77.53	W	86
1939	10	9.2	NA	トレントン〔オンタリオ〕_カナダ	カナダ	44.12	N	77.53	W	86
1939	11	3	NA	トレントン〔オンタリオ〕_カナダ	カナダ	44.12	N	77.53	W	86
1939	12	-2.7	NA	トレントン〔オンタリオ〕_カナダ	カナダ	44.12	N	77.53	W	86
1940	1	-10	NA	トロワリビエール〔ケベック〕_カナダ	カナダ	46.36	N	72.52	W	6
1940	2	-8.6	NA	トロワリビエール〔ケベック〕_カナダ	カナダ	46.36	N	72.52	W	6
1940	3	-3.1	NA	トロワリビエール〔ケベック〕_カナダ	カナダ	46.36	N	72.52	W	6
1940	4	4.5	NA	トロワリビエール〔ケベック〕_カナダ	カナダ	46.36	N	72.52	W	6
1940	5	12.6	NA	トロワリビエール〔ケベック〕_カナダ	カナダ	46.36	N	72.52	W	6
1940	6	18	NA	トロワリビエール〔ケベック〕_カナダ	カナダ	46.36	N	72.52	W	6
1940	7	20.9	NA	トロワリビエール〔ケベック〕_カナダ	カナダ	46.36	N	72.52	W	6
1940	8	19.8	NA	トロワリビエール〔ケベック〕_カナダ	カナダ	46.36	N	72.52	W	6
1940	9	15.4	NA	トロワリビエール〔ケベック〕_カナダ	カナダ	46.36	N	72.52	W	6
1940	10	8.7	NA	トロワリビエール〔ケベック〕_カナダ	カナダ	46.36	N	72.52	W	6
1940	11	1.6	NA	トロワリビエール〔ケベック〕_カナダ	カナダ	46.36	N	72.52	W	6
1940	12	-5.4	NA	トロワリビエール〔ケベック〕_カナダ	カナダ	46.36	N	72.52	W	6
1941	1	-3.5	61.4	トロント〔オンタリオ州〕_カナダ	カナダ	43.67	N	79.4	W	112
1941	2	-2.6	55.1	トロント〔オンタリオ州〕_カナダ	カナダ	43.67	N	79.4	W	112
1941	3	1.5	54.1	トロント〔オンタリオ州〕_カナダ	カナダ	43.67	N	79.4	W	112
1941	4	7.3	76.3	トロント〔オンタリオ州〕_カナダ	カナダ	43.67	N	79.4	W	112
1941	5	14.1	65.5	トロント〔オンタリオ州〕_カナダ	カナダ	43.67	N	79.4	W	112
1941	6	19.3	86.5	トロント〔オンタリオ州〕_カナダ	カナダ	43.67	N	79.4	W	112
1941	7	22.2	81.5	トロント〔オンタリオ州〕_カナダ	カナダ	43.67	N	79.4	W	112
1941	8	21.8	67.6	トロント〔オンタリオ州〕_カナダ	カナダ	43.67	N	79.4	W	112
1941	9	18	63	トロント〔オンタリオ州〕_カナダ	カナダ	43.67	N	79.4	W	112
1941	10	11.1	80.3	トロント〔オンタリオ州〕_カナダ	カナダ	43.67	N	79.4	W	112
1941	11	5.1	58.1	トロント〔オンタリオ州〕_カナダ	カナダ	43.67	N	79.4	W	112
1941	12	-0.1	65.5	トロント〔オンタリオ州〕_カナダ	カナダ	43.67	N	79.4	W	112
1942	1	-23.1	24.1	トンプソン〔マニトバ州〕_カナダ	カナダ	55.8	N	97.86	W	223
1942	2	-20.3	15.2	トンプソン〔マニトバ州〕_カナダ	カナダ	55.8	N	97.86	W	223
1942	3	-12.8	26.4	トンプソン〔マニトバ州〕_カナダ	カナダ	55.8	N	97.86	W	223
1942	4	-2.6	24.6	トンプソン〔マニトバ州〕_カナダ	カナダ	55.8	N	97.86	W	223
1942	5	5.9	41	トンプソン〔マニトバ州〕_カナダ	カナダ	55.8	N	97.86	W	223
1942	6	12.9	66.4	トンプソン〔マニトバ州〕_カナダ	カナダ	55.8	N	97.86	W	223
1942	7	16.2	105.5	トンプソン〔マニトバ州〕_カナダ	カナダ	55.8	N	97.86	W	223
1942	8	14.5	85.8	トンプソン〔マニトバ州〕_カナダ	カナダ	55.8	N	97.86	W	223
1942	9	8.2	63.3	トンプソン〔マニトバ州〕_カナダ	カナダ	55.8	N	97.86	W	223
1942	10	0.1	45.8	トンプソン〔マニトバ州〕_カナダ	カナダ	55.8	N	97.86	W	223
1942	11	-11.5	30.9	トンプソン〔マニトバ州〕_カナダ	カナダ	55.8	N	97.86	W	223
1942	12	-20.3	20.6	トンプソン〔マニトバ州〕_カナダ	カナダ	55.8	N	97.86	W	223
1943	1	-11.2	NA	ドラムヘラーEAST〔アルバータ〕_カナダ	カナダ	51.44	N	112.68	W	678
1943	2	-8.7	NA	ドラムヘラーEAST〔アルバータ〕_カナダ	カナダ	51.44	N	112.68	W	678
1943	3	-2.7	NA	ドラムヘラーEAST〔アルバータ〕_カナダ	カナダ	51.44	N	112.68	W	678
1943	4	5.5	NA	ドラムヘラーEAST〔アルバータ〕_カナダ	カナダ	51.44	N	112.68	W	678
1943	5	11.7	NA	ドラムヘラーEAST〔アルバータ〕_カナダ	カナダ	51.44	N	112.68	W	678
1943	6	15.8	NA	ドラムヘラーEAST〔アルバータ〕_カナダ	カナダ	51.44	N	112.68	W	678
1943	7	19	NA	ドラムヘラーEAST〔アルバータ〕_カナダ	カナダ	51.44	N	112.68	W	678
1943	8	18	NA	ドラムヘラーEAST〔アルバータ〕_カナダ	カナダ	51.44	N	112.68	W	678
1943	9	12.7	NA	ドラムヘラーEAST〔アルバータ〕_カナダ	カナダ	51.44	N	112.68	W	678
1943	10	5.6	NA	ドラムヘラーEAST〔アルバータ〕_カナダ	カナダ	51.44	N	112.68	W	678
1943	11	-3.5	NA	ドラムヘラーEAST〔アルバータ〕_カナダ	カナダ	51.44	N	112.68	W	678
1943	12	-10.4	NA	ドラムヘラーEAST〔アルバータ〕_カナダ	カナダ	51.44	N	112.68	W	678
1944	1	-25.9	22.8	ドーソン〔ユーコン準州〕_カナダ	カナダ	64.05	N	139.13	W	370
1944	2	-20.9	15.4	ドーソン〔ユーコン準州〕_カナダ	カナダ	64.05	N	139.13	W	370
1944	3	-12.6	13.7	ドーソン〔ユーコン準州〕_カナダ	カナダ	64.05	N	139.13	W	370
1944	4	0.4	15.8	ドーソン〔ユーコン準州〕_カナダ	カナダ	64.05	N	139.13	W	370
1944	5	8.8	18.9	ドーソン〔ユーコン準州〕_カナダ	カナダ	64.05	N	139.13	W	370
1944	6	14.4	41.2	ドーソン〔ユーコン準州〕_カナダ	カナダ	64.05	N	139.13	W	370
1944	7	15.8	40	ドーソン〔ユーコン準州〕_カナダ	カナダ	64.05	N	139.13	W	370
1944	8	12.6	36	ドーソン〔ユーコン準州〕_カナダ	カナダ	64.05	N	139.13	W	370
1944	9	6.4	25.5	ドーソン〔ユーコン準州〕_カナダ	カナダ	64.05	N	139.13	W	370
1944	10	-4.1	18.5	ドーソン〔ユーコン準州〕_カナダ	カナダ	64.05	N	139.13	W	370
1944	11	-17.8	24.1	ドーソン〔ユーコン準州〕_カナダ	カナダ	64.05	N	139.13	W	370
1944	12	-23	17.9	ドーソン〔ユーコン準州〕_カナダ	カナダ	64.05	N	139.13	W	370
1945	1	-15.3	10.3	ドーフィン〔マニトバ州〕_カナダ	カナダ	51.1	N	100.06	W	304
1945	2	-13.7	8.9	ドーフィン〔マニトバ州〕_カナダ	カナダ	51.1	N	100.06	W	304
1945	3	-6.8	17.4	ドーフィン〔マニトバ州〕_カナダ	カナダ	51.1	N	100.06	W	304
1945	4	3	17.7	ドーフィン〔マニトバ州〕_カナダ	カナダ	51.1	N	100.06	W	304
1945	5	10	50.9	ドーフィン〔マニトバ州〕_カナダ	カナダ	51.1	N	100.06	W	304
1945	6	16	86.9	ドーフィン〔マニトバ州〕_カナダ	カナダ	51.1	N	100.06	W	304
1945	7	19	68.2	ドーフィン〔マニトバ州〕_カナダ	カナダ	51.1	N	100.06	W	304
1945	8	17.8	60.8	ドーフィン〔マニトバ州〕_カナダ	カナダ	51.1	N	100.06	W	304
1945	9	12.6	43.1	ドーフィン〔マニトバ州〕_カナダ	カナダ	51.1	N	100.06	W	304
1945	10	4.5	39.7	ドーフィン〔マニトバ州〕_カナダ	カナダ	51.1	N	100.06	W	304
1945	11	-4.8	13.9	ドーフィン〔マニトバ州〕_カナダ	カナダ	51.1	N	100.06	W	304
1945	12	-12.9	8.4	ドーフィン〔マニトバ州〕_カナダ	カナダ	51.1	N	100.06	W	304
1946	1	-17.9	27.4	ナガガミ〔オンタリオ州〕_カナダ	カナダ	49.75	N	84.16	W	264
1946	2	-15.9	32.1	ナガガミ〔オンタリオ州〕_カナダ	カナダ	49.75	N	84.16	W	264
1946	3	-9	29.1	ナガガミ〔オンタリオ州〕_カナダ	カナダ	49.75	N	84.16	W	264
1946	4	-0.3	53.8	ナガガミ〔オンタリオ州〕_カナダ	カナダ	49.75	N	84.16	W	264
1946	5	8.5	70.3	ナガガミ〔オンタリオ州〕_カナダ	カナダ	49.75	N	84.16	W	264
1946	6	14.5	85.6	ナガガミ〔オンタリオ州〕_カナダ	カナダ	49.75	N	84.16	W	264
1946	7	17.2	85.7	ナガガミ〔オンタリオ州〕_カナダ	カナダ	49.75	N	84.16	W	264
1946	8	15.8	74.1	ナガガミ〔オンタリオ州〕_カナダ	カナダ	49.75	N	84.16	W	264
1946	9	11.1	105.2	ナガガミ〔オンタリオ州〕_カナダ	カナダ	49.75	N	84.16	W	264
1946	10	3.6	69.3	ナガガミ〔オンタリオ州〕_カナダ	カナダ	49.75	N	84.16	W	264
1946	11	-4.5	49.1	ナガガミ〔オンタリオ州〕_カナダ	カナダ	49.75	N	84.16	W	264
1946	12	-12.5	33.9	ナガガミ〔オンタリオ州〕_カナダ	カナダ	49.75	N	84.16	W	264
1947	1	-1.6	NA	ナクスプ〔ブリティッシュコロンビア〕_カナダ	カナダ	50.27	N	117.81	W	512
1947	2	-0.2	NA	ナクスプ〔ブリティッシュコロンビア〕_カナダ	カナダ	50.27	N	117.81	W	512
1947	3	3.6	NA	ナクスプ〔ブリティッシュコロンビア〕_カナダ	カナダ	50.27	N	117.81	W	512
1947	4	7.9	NA	ナクスプ〔ブリティッシュコロンビア〕_カナダ	カナダ	50.27	N	117.81	W	512
1947	5	13.1	NA	ナクスプ〔ブリティッシュコロンビア〕_カナダ	カナダ	50.27	N	117.81	W	512
1947	6	16.8	NA	ナクスプ〔ブリティッシュコロンビア〕_カナダ	カナダ	50.27	N	117.81	W	512
1947	7	20	NA	ナクスプ〔ブリティッシュコロンビア〕_カナダ	カナダ	50.27	N	117.81	W	512
1947	8	19.2	NA	ナクスプ〔ブリティッシュコロンビア〕_カナダ	カナダ	50.27	N	117.81	W	512
1947	9	14.1	NA	ナクスプ〔ブリティッシュコロンビア〕_カナダ	カナダ	50.27	N	117.81	W	512
1947	10	7.5	NA	ナクスプ〔ブリティッシュコロンビア〕_カナダ	カナダ	50.27	N	117.81	W	512
1947	11	2.3	NA	ナクスプ〔ブリティッシュコロンビア〕_カナダ	カナダ	50.27	N	117.81	W	512
1947	12	-1.5	NA	ナクスプ〔ブリティッシュコロンビア〕_カナダ	カナダ	50.27	N	117.81	W	512
1948	1	-12.3	51	ナタシュクアン〔ケベック州〕_カナダ	カナダ	50.18	N	61.8	W	11
1948	2	-11.8	42	ナタシュクアン〔ケベック州〕_カナダ	カナダ	50.18	N	61.8	W	11
1948	3	-7.1	48.8	ナタシュクアン〔ケベック州〕_カナダ	カナダ	50.18	N	61.8	W	11
1948	4	-0.6	61.1	ナタシュクアン〔ケベック州〕_カナダ	カナダ	50.18	N	61.8	W	11
1948	5	5.8	82.1	ナタシュクアン〔ケベック州〕_カナダ	カナダ	50.18	N	61.8	W	11
1948	6	11.3	76.1	ナタシュクアン〔ケベック州〕_カナダ	カナダ	50.18	N	61.8	W	11
1948	7	15.4	89.7	ナタシュクアン〔ケベック州〕_カナダ	カナダ	50.18	N	61.8	W	11
1948	8	15.3	83.9	ナタシュクアン〔ケベック州〕_カナダ	カナダ	50.18	N	61.8	W	11
1948	9	10.4	85.1	ナタシュクアン〔ケベック州〕_カナダ	カナダ	50.18	N	61.8	W	11
1948	10	5.1	96.7	ナタシュクアン〔ケベック州〕_カナダ	カナダ	50.18	N	61.8	W	11
1948	11	-0.8	96.8	ナタシュクアン〔ケベック州〕_カナダ	カナダ	50.18	N	61.8	W	11
1948	12	-7.6	80.8	ナタシュクアン〔ケベック州〕_カナダ	カナダ	50.18	N	61.8	W	11
1949	1	-12.6	43.6	ニコルソン半島〔ノースウェスト準州〕_カナダ	カナダ	45.88	N	82.57	W	189
1949	2	-13	33.6	ニコルソン半島〔ノースウェスト準州〕_カナダ	カナダ	45.88	N	82.57	W	189
1949	3	-8	49.1	ニコルソン半島〔ノースウェスト準州〕_カナダ	カナダ	45.88	N	82.57	W	189
1949	4	-1.5	71.1	ニコルソン半島〔ノースウェスト準州〕_カナダ	カナダ	45.88	N	82.57	W	189
1949	5	7.6	68.1	ニコルソン半島〔ノースウェスト準州〕_カナダ	カナダ	45.88	N	82.57	W	189
1949	6	14.4	54.3	ニコルソン半島〔ノースウェスト準州〕_カナダ	カナダ	45.88	N	82.57	W	189
1949	7	18.1	50.6	ニコルソン半島〔ノースウェスト準州〕_カナダ	カナダ	45.88	N	82.57	W	189
1949	8	17.2	88	ニコルソン半島〔ノースウェスト準州〕_カナダ	カナダ	45.88	N	82.57	W	189
1949	9	15.1	78.3	ニコルソン半島〔ノースウェスト準州〕_カナダ	カナダ	45.88	N	82.57	W	189
1949	10	6.1	104.2	ニコルソン半島〔ノースウェスト準州〕_カナダ	カナダ	45.88	N	82.57	W	189
1949	11	-1.1	71.3	ニコルソン半島〔ノースウェスト準州〕_カナダ	カナダ	45.88	N	82.57	W	189
1949	12	-7	56.8	ニコルソン半島〔ノースウェスト準州〕_カナダ	カナダ	45.88	N	82.57	W	189
1950	1	-10.7	NA	ニコレー〔ケベック〕_カナダ	カナダ	46.23	N	72.66	W	8
1950	2	-9.3	NA	ニコレー〔ケベック〕_カナダ	カナダ	46.23	N	72.66	W	8
1950	3	-3.4	NA	ニコレー〔ケベック〕_カナダ	カナダ	46.23	N	72.66	W	8
1950	4	4.9	NA	ニコレー〔ケベック〕_カナダ	カナダ	46.23	N	72.66	W	8
1950	5	12.8	NA	ニコレー〔ケベック〕_カナダ	カナダ	46.23	N	72.66	W	8
1950	6	17.7	NA	ニコレー〔ケベック〕_カナダ	カナダ	46.23	N	72.66	W	8
1950	7	20.2	NA	ニコレー〔ケベック〕_カナダ	カナダ	46.23	N	72.66	W	8
1950	8	19.1	NA	ニコレー〔ケベック〕_カナダ	カナダ	46.23	N	72.66	W	8
1950	9	14.8	NA	ニコレー〔ケベック〕_カナダ	カナダ	46.23	N	72.66	W	8
1950	10	8.1	NA	ニコレー〔ケベック〕_カナダ	カナダ	46.23	N	72.66	W	8
1950	11	1.4	NA	ニコレー〔ケベック〕_カナダ	カナダ	46.23	N	72.66	W	8
1950	12	-6	NA	ニコレー〔ケベック〕_カナダ	カナダ	46.23	N	72.66	W	8
1951	1	-17.2	NA	ニパウィン〔サスカチュワン〕_カナダ	カナダ	53.33	N	104	W	372
1951	2	-15.8	NA	ニパウィン〔サスカチュワン〕_カナダ	カナダ	53.33	N	104	W	372
1951	3	-8.7	NA	ニパウィン〔サスカチュワン〕_カナダ	カナダ	53.33	N	104	W	372
1951	4	1.9	NA	ニパウィン〔サスカチュワン〕_カナダ	カナダ	53.33	N	104	W	372
1951	5	9.8	NA	ニパウィン〔サスカチュワン〕_カナダ	カナダ	53.33	N	104	W	372
1951	6	15	NA	ニパウィン〔サスカチュワン〕_カナダ	カナダ	53.33	N	104	W	372
1951	7	17.6	NA	ニパウィン〔サスカチュワン〕_カナダ	カナダ	53.33	N	104	W	372
1951	8	16.6	NA	ニパウィン〔サスカチュワン〕_カナダ	カナダ	53.33	N	104	W	372
1951	9	11.1	NA	ニパウィン〔サスカチュワン〕_カナダ	カナダ	53.33	N	104	W	372
1951	10	3	NA	ニパウィン〔サスカチュワン〕_カナダ	カナダ	53.33	N	104	W	372
1951	11	-7	NA	ニパウィン〔サスカチュワン〕_カナダ	カナダ	53.33	N	104	W	372
1951	12	-14.8	NA	ニパウィン〔サスカチュワン〕_カナダ	カナダ	53.33	N	104	W	372
1952	1	-9.6	NA	ニューカーライル〔ケベック〕_カナダ	カナダ	48.01	N	65.33	W	46
1952	2	-9.2	NA	ニューカーライル〔ケベック〕_カナダ	カナダ	48.01	N	65.33	W	46
1952	3	-4.3	NA	ニューカーライル〔ケベック〕_カナダ	カナダ	48.01	N	65.33	W	46
1952	4	2	NA	ニューカーライル〔ケベック〕_カナダ	カナダ	48.01	N	65.33	W	46
1952	5	8.2	NA	ニューカーライル〔ケベック〕_カナダ	カナダ	48.01	N	65.33	W	46
1952	6	13.9	NA	ニューカーライル〔ケベック〕_カナダ	カナダ	48.01	N	65.33	W	46
1952	7	17.9	NA	ニューカーライル〔ケベック〕_カナダ	カナダ	48.01	N	65.33	W	46
1952	8	17.3	NA	ニューカーライル〔ケベック〕_カナダ	カナダ	48.01	N	65.33	W	46
1952	9	12.9	NA	ニューカーライル〔ケベック〕_カナダ	カナダ	48.01	N	65.33	W	46
1952	10	7	NA	ニューカーライル〔ケベック〕_カナダ	カナダ	48.01	N	65.33	W	46
1952	11	1.1	NA	ニューカーライル〔ケベック〕_カナダ	カナダ	48.01	N	65.33	W	46
1952	12	-5.2	NA	ニューカーライル〔ケベック〕_カナダ	カナダ	48.01	N	65.33	W	46
1953	1	-0.8	NA	ネルソン〔ブリティッシュコロンビア〕_カナダ	カナダ	49.49	N	117.31	W	535
1953	2	0.6	NA	ネルソン〔ブリティッシュコロンビア〕_カナダ	カナダ	49.49	N	117.31	W	535
1953	3	4.4	NA	ネルソン〔ブリティッシュコロンビア〕_カナダ	カナダ	49.49	N	117.31	W	535
1953	4	8.6	NA	ネルソン〔ブリティッシュコロンビア〕_カナダ	カナダ	49.49	N	117.31	W	535
1953	5	13.2	NA	ネルソン〔ブリティッシュコロンビア〕_カナダ	カナダ	49.49	N	117.31	W	535
1953	6	16.4	NA	ネルソン〔ブリティッシュコロンビア〕_カナダ	カナダ	49.49	N	117.31	W	535
1953	7	20.5	NA	ネルソン〔ブリティッシュコロンビア〕_カナダ	カナダ	49.49	N	117.31	W	535
1953	8	20.4	NA	ネルソン〔ブリティッシュコロンビア〕_カナダ	カナダ	49.49	N	117.31	W	535
1953	9	15.3	NA	ネルソン〔ブリティッシュコロンビア〕_カナダ	カナダ	49.49	N	117.31	W	535
1953	10	8.4	NA	ネルソン〔ブリティッシュコロンビア〕_カナダ	カナダ	49.49	N	117.31	W	535
1953	11	2.9	NA	ネルソン〔ブリティッシュコロンビア〕_カナダ	カナダ	49.49	N	117.31	W	535
1953	12	-1	NA	ネルソン〔ブリティッシュコロンビア〕_カナダ	カナダ	49.49	N	117.31	W	535
1954	1	-17.1	NA	ネーン〔ニューファンドランド・ラブラドル州〕_カナダ	カナダ	56.55	N	61.68	W	7
1954	2	-17.3	NA	ネーン〔ニューファンドランド・ラブラドル州〕_カナダ	カナダ	56.55	N	61.68	W	7
1954	3	-12.1	NA	ネーン〔ニューファンドランド・ラブラドル州〕_カナダ	カナダ	56.55	N	61.68	W	7
1954	4	-4.7	NA	ネーン〔ニューファンドランド・ラブラドル州〕_カナダ	カナダ	56.55	N	61.68	W	7
1954	5	1.6	NA	ネーン〔ニューファンドランド・ラブラドル州〕_カナダ	カナダ	56.55	N	61.68	W	7
1954	6	6.7	NA	ネーン〔ニューファンドランド・ラブラドル州〕_カナダ	カナダ	56.55	N	61.68	W	7
1954	7	10.4	NA	ネーン〔ニューファンドランド・ラブラドル州〕_カナダ	カナダ	56.55	N	61.68	W	7
1954	8	11.2	NA	ネーン〔ニューファンドランド・ラブラドル州〕_カナダ	カナダ	56.55	N	61.68	W	7
1954	9	7.8	NA	ネーン〔ニューファンドランド・ラブラドル州〕_カナダ	カナダ	56.55	N	61.68	W	7
1954	10	2.5	NA	ネーン〔ニューファンドランド・ラブラドル州〕_カナダ	カナダ	56.55	N	61.68	W	7
1954	11	-3.9	NA	ネーン〔ニューファンドランド・ラブラドル州〕_カナダ	カナダ	56.55	N	61.68	W	7
1954	12	-10.9	NA	ネーン〔ニューファンドランド・ラブラドル州〕_カナダ	カナダ	56.55	N	61.68	W	7
1955	1	-16.4	94.4	ネーン〔ニューファンドランド州〕_カナダ	カナダ	56.55	N	61.68	W	8
1955	2	-16.6	39.1	ネーン〔ニューファンドランド州〕_カナダ	カナダ	56.55	N	61.68	W	8
1955	3	-11.8	55.6	ネーン〔ニューファンドランド州〕_カナダ	カナダ	56.55	N	61.68	W	8
1955	4	-4.6	58.8	ネーン〔ニューファンドランド州〕_カナダ	カナダ	56.55	N	61.68	W	8
1955	5	1.7	44.4	ネーン〔ニューファンドランド州〕_カナダ	カナダ	56.55	N	61.68	W	8
1955	6	6.4	35.9	ネーン〔ニューファンドランド州〕_カナダ	カナダ	56.55	N	61.68	W	8
1955	7	10.4	114	ネーン〔ニューファンドランド州〕_カナダ	カナダ	56.55	N	61.68	W	8
1955	8	11	78	ネーン〔ニューファンドランド州〕_カナダ	カナダ	56.55	N	61.68	W	8
1955	9	7.9	70.1	ネーン〔ニューファンドランド州〕_カナダ	カナダ	56.55	N	61.68	W	8
1955	10	2.9	70.1	ネーン〔ニューファンドランド州〕_カナダ	カナダ	56.55	N	61.68	W	8
1955	11	-3.8	55.6	ネーン〔ニューファンドランド州〕_カナダ	カナダ	56.55	N	61.68	W	8
1955	12	-11.1	39.2	ネーン〔ニューファンドランド州〕_カナダ	カナダ	56.55	N	61.68	W	8
1956	1	-15.6	NA	ノースバトルフォード〔サスカチュワン州〕_カナダ	カナダ	52.77	N	108.25	W	548
1956	2	-12	NA	ノースバトルフォード〔サスカチュワン州〕_カナダ	カナダ	52.77	N	108.25	W	548
1956	3	-6.4	NA	ノースバトルフォード〔サスカチュワン州〕_カナダ	カナダ	52.77	N	108.25	W	548
1956	4	3.9	NA	ノースバトルフォード〔サスカチュワン州〕_カナダ	カナダ	52.77	N	108.25	W	548
1956	5	10.7	NA	ノースバトルフォード〔サスカチュワン州〕_カナダ	カナダ	52.77	N	108.25	W	548
1956	6	15.4	NA	ノースバトルフォード〔サスカチュワン州〕_カナダ	カナダ	52.77	N	108.25	W	548
1956	7	17.8	NA	ノースバトルフォード〔サスカチュワン州〕_カナダ	カナダ	52.77	N	108.25	W	548
1956	8	17	NA	ノースバトルフォード〔サスカチュワン州〕_カナダ	カナダ	52.77	N	108.25	W	548
1956	9	11.9	NA	ノースバトルフォード〔サスカチュワン州〕_カナダ	カナダ	52.77	N	108.25	W	548
1956	10	3.9	NA	ノースバトルフォード〔サスカチュワン州〕_カナダ	カナダ	52.77	N	108.25	W	548
1956	11	-5.5	NA	ノースバトルフォード〔サスカチュワン州〕_カナダ	カナダ	52.77	N	108.25	W	548
1956	12	-13.3	NA	ノースバトルフォード〔サスカチュワン州〕_カナダ	カナダ	52.77	N	108.25	W	548
1957	1	-12.9	75.8	ノースベイ〔オンタリオ州〕_カナダ	カナダ	46.36	N	79.42	W	370
1957	2	-10.2	56.6	ノースベイ〔オンタリオ州〕_カナダ	カナダ	46.36	N	79.42	W	370
1957	3	-4.5	51.6	ノースベイ〔オンタリオ州〕_カナダ	カナダ	46.36	N	79.42	W	370
1957	4	3.8	59.9	ノースベイ〔オンタリオ州〕_カナダ	カナダ	46.36	N	79.42	W	370
1957	5	11.6	84.8	ノースベイ〔オンタリオ州〕_カナダ	カナダ	46.36	N	79.42	W	370
1957	6	16.8	91.8	ノースベイ〔オンタリオ州〕_カナダ	カナダ	46.36	N	79.42	W	370
1957	7	18.4	89.4	ノースベイ〔オンタリオ州〕_カナダ	カナダ	46.36	N	79.42	W	370
1957	8	17.6	96.1	ノースベイ〔オンタリオ州〕_カナダ	カナダ	46.36	N	79.42	W	370
1957	9	12.4	122.1	ノースベイ〔オンタリオ州〕_カナダ	カナダ	46.36	N	79.42	W	370
1957	10	6	88.3	ノースベイ〔オンタリオ州〕_カナダ	カナダ	46.36	N	79.42	W	370
1957	11	-0.8	89.8	ノースベイ〔オンタリオ州〕_カナダ	カナダ	46.36	N	79.42	W	370
1957	12	-8.4	63.6	ノースベイ〔オンタリオ州〕_カナダ	カナダ	46.36	N	79.42	W	370
1958	1	-25.5	28.5	ノーマンウェルズ〔ノースウェスト準州〕_カナダ	カナダ	65.29	N	126.75	W	94
1958	2	-22.8	32.8	ノーマンウェルズ〔ノースウェスト準州〕_カナダ	カナダ	65.29	N	126.75	W	94
1958	3	-18.2	16.2	ノーマンウェルズ〔ノースウェスト準州〕_カナダ	カナダ	65.29	N	126.75	W	94
1958	4	-5.8	15.7	ノーマンウェルズ〔ノースウェスト準州〕_カナダ	カナダ	65.29	N	126.75	W	94
1958	5	6.7	22.3	ノーマンウェルズ〔ノースウェスト準州〕_カナダ	カナダ	65.29	N	126.75	W	94
1958	6	14.7	36.9	ノーマンウェルズ〔ノースウェスト準州〕_カナダ	カナダ	65.29	N	126.75	W	94
1958	7	16.7	59.2	ノーマンウェルズ〔ノースウェスト準州〕_カナダ	カナダ	65.29	N	126.75	W	94
1958	8	13.4	64.9	ノーマンウェルズ〔ノースウェスト準州〕_カナダ	カナダ	65.29	N	126.75	W	94
1958	9	6.2	32.1	ノーマンウェルズ〔ノースウェスト準州〕_カナダ	カナダ	65.29	N	126.75	W	94
1958	10	-3.8	28.4	ノーマンウェルズ〔ノースウェスト準州〕_カナダ	カナダ	65.29	N	126.75	W	94
1958	11	-17.6	33	ノーマンウェルズ〔ノースウェスト準州〕_カナダ	カナダ	65.29	N	126.75	W	94
1958	12	-23.7	23.4	ノーマンウェルズ〔ノースウェスト準州〕_カナダ	カナダ	65.29	N	126.75	W	94
1959	1	-17	NA	ノーマンディン〔ケベック〕_カナダ	カナダ	48.84	N	72.55	W	137
1959	2	-15.4	NA	ノーマンディン〔ケベック〕_カナダ	カナダ	48.84	N	72.55	W	137
1959	3	-8.3	NA	ノーマンディン〔ケベック〕_カナダ	カナダ	48.84	N	72.55	W	137
1959	4	0.6	NA	ノーマンディン〔ケベック〕_カナダ	カナダ	48.84	N	72.55	W	137
1959	5	9.3	NA	ノーマンディン〔ケベック〕_カナダ	カナダ	48.84	N	72.55	W	137
1959	6	14.9	NA	ノーマンディン〔ケベック〕_カナダ	カナダ	48.84	N	72.55	W	137
1959	7	17.6	NA	ノーマンディン〔ケベック〕_カナダ	カナダ	48.84	N	72.55	W	137
1959	8	16.2	NA	ノーマンディン〔ケベック〕_カナダ	カナダ	48.84	N	72.55	W	137
1959	9	11.5	NA	ノーマンディン〔ケベック〕_カナダ	カナダ	48.84	N	72.55	W	137
1959	10	4.7	NA	ノーマンディン〔ケベック〕_カナダ	カナダ	48.84	N	72.55	W	137
1959	11	-2.5	NA	ノーマンディン〔ケベック〕_カナダ	カナダ	48.84	N	72.55	W	137
1959	12	-11.6	NA	ノーマンディン〔ケベック〕_カナダ	カナダ	48.84	N	72.55	W	137
