no	station	url	continent
71923	エナダイ〔ヌナバット準州〕 - カナダ   緯度：61.13°N   経度：100.88°W   高度：353 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71923	北中アメリカ
71238	エルクアイランド国立公園〔アルバータ〕 - カナダ   緯度：53.68°N   経度：112.87°W   高度：716 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71238	北中アメリカ
71450	エルボー〔サスカチュワン〕 - カナダ   緯度：51.13°N   経度：106.58°W   高度：595 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71450	北中アメリカ
71215	オスーヨス〔ブリティッシュコロンビア〕 - カナダ   緯度：49.03°N   経度：119.44°W   高度：283 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71215	北中アメリカ
71063	オタワ〔オンタリオ州〕 - カナダ   緯度：45.38°N   経度：75.72°W   高度：79 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71063	北中アメリカ
71351	オリバー〔アルバータ〕 - カナダ   緯度：53.65°N   経度：113.35°W   高度：665 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71351	北中アメリカ
71258	オールズ〔アルバータ〕 - カナダ   緯度：51.76°N   経度：114.08°W   高度：1046 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71258	北中アメリカ
71044	オールドクロー〔ユーコン準州〕 - カナダ   緯度：67.57°N   経度：139.84°W   高度：251 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71044	北中アメリカ
71428	カプシャ〔ケベック〕 - カナダ   緯度：49.11°N   経度：66.65°W   高度：5 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71428	北中アメリカ
71299	カプスケーシング〔オンタリオ州〕 - カナダ   緯度：49.41°N   経度：82.44°W   高度：218 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71299	北中アメリカ
71741	カムループス〔ブリティッシュコロンビア州〕 - カナダ   緯度：50.70°N   経度：120.44°W   高度：345 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71741	北中アメリカ
71254	カムローズ〔アルバータ〕 - カナダ   緯度：53.03°N   経度：112.81°W   高度：739 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71254	北中アメリカ
71877	カルガリー国際空港〔アルバータ州〕 - カナダ   緯度：51.11°N   経度：114.02°W   高度：1084 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71877	北中アメリカ
71301	カークランドレーク〔オンタリオ〕 - カナダ   緯度：48.15°N   経度：80.00°W   高度：324 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71301	北中アメリカ
71818	カートライト〔ニューファンドランド州〕 - カナダ   緯度：53.71°N   経度：57.03°W   高度：14 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71818	北中アメリカ
71153	カードストン - カナダ   緯度：49.20°N   経度：113.29°W   高度：1136 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71153	北中アメリカ
71170	カーベリー〔マニトバ〕 - カナダ   緯度：49.91°N   経度：99.36°W   高度：384 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71170	北中アメリカ
71039	カーマックス〔ユーコン準州〕 - カナダ   緯度：62.12°N   経度：136.19°W   高度：543 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71039	北中アメリカ
71188	ガスペ〔ケベック州〕 - カナダ   緯度：48.78°N   経度：64.48°W   高度：34 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71188	北中アメリカ
71742	ガンダー〔ニューファンドランド州〕 - カナダ   緯度：48.95°N   経度：54.57°W   高度：151 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71742	北中アメリカ
71291	キャメロンフォールズ〔オンタリオ〕 - カナダ   緯度：49.15°N   経度：88.35°W   高度：233 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71291	北中アメリカ
71129	キンダーズリー〔サスカチュワン〕 - カナダ   緯度：51.52°N   経度：109.18°W   高度：694 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71129	北中アメリカ
71577	ギムリー HARBOUR　〔マニトバ〕 - カナダ   緯度：50.63°N   経度：96.98°W   高度：217 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71577	北中アメリカ
71912	ギラム〔マニトバ州〕 - カナダ   緯度：56.36°N   経度：94.71°W   高度：145 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71912	北中アメリカ
71090	クライド〔ヌナバット準州〕 - カナダ   緯度：70.49°N   経度：68.52°W   高度：26 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71090	北中アメリカ
71234	クラルズホーム〔アルバータ〕 - カナダ   緯度：50.00°N   経度：113.64°W   高度：1009 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71234	北中アメリカ
71474	クリントン〔ブリティッシュコロンビア〕 - カナダ   緯度：51.15°N   経度：121.50°W   高度：1057 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71474	北中アメリカ
71920	クリーレーク〔サスカチュワン州〕 - カナダ   緯度：43.45°N   経度：65.47°W   高度：5 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71920	北中アメリカ
71770	クレストン CAMPBELL　〔ブリティッシュコロンビア〕 - カナダ   緯度：49.08°N   経度：116.50°W   高度：646 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71770	北中アメリカ
71906	クージュアク〔ケベック州〕 - カナダ   緯度：58.10°N   経度：68.42°W   高度：39 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71906	北中アメリカ
71940	グランドプレーリー〔アルバータ州〕 - カナダ   緯度：55.18°N   経度：118.89°W   高度：669 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71940	北中アメリカ
71030	グランドマナン島〔ニューブランズウィック〕 - カナダ   緯度：44.71°N   経度：66.80°W   高度：78 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71030	北中アメリカ
71858	グランドラピッズ〔マニトバ〕 - カナダ   緯度：53.19°N   経度：99.27°W   高度：222 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71858	北中アメリカ
71441	グレトナ〔マニトバ〕 - カナダ   緯度：49.03°N   経度：97.56°W   高度：253 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71441	北中アメリカ
71570	グレートフォールズ〔マニトバ州〕 - カナダ   緯度：50.52°N   経度：95.98°W   高度：253 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71570	北中アメリカ
71599	ケジムクージ国立公園〔ノバスコシア〕 - カナダ   緯度：44.43°N   経度：65.20°W   高度：165 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71599	北中アメリカ
71714	ケベック／ジャンルサージュ国際空港 - カナダ   緯度：46.79°N   経度：71.38°W   高度：74 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71714	北中アメリカ
71605	ケントビル〔ノバスコシア〕 - カナダ   緯度：49.52°N   経度：123.48°W   高度：123 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71605	北中アメリカ
71288	ケンブリッジベイ〔ヌナバット準州〕 - カナダ   緯度：69.11°N   経度：105.14°W   高度：19 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71288	北中アメリカ
71575	ケープドーセット〔ヌナバット準州〕 - カナダ   緯度：64.23°N   経度：76.53°W   高度：50 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71575	北中アメリカ
71948	ケープパリー〔ノースウェスト準州〕 - カナダ   緯度：70.17°N   経度：124.72°W   高度：87 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71948	北中アメリカ
71270	コリングウッド〔オンタリオ〕 - カナダ   緯度：44.50°N   経度：80.22°W   高度：180 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71270	北中アメリカ
71431	コーバーグ〔オンタリオ〕 - カナダ   緯度：43.95°N   経度：78.17°W   高度：78 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71431	北中アメリカ
71893	コーマックス〔ブリティッシュコロンビア〕 - カナダ   緯度：49.72°N   経度：124.90°W   高度：26 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71893	北中アメリカ
71915	コーラルハーバー〔ヌナバット準州〕 - カナダ   緯度：64.19°N   経度：83.36°W   高度：62 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71915	北中アメリカ
71120	コールドレーク〔アルバータ州〕 - カナダ   緯度：54.42°N   経度：110.28°W   高度：541 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71120	北中アメリカ
71055	コールビルレイク〔ノースウェスト準州〕 - カナダ   緯度：67.04°N   経度：126.08°W   高度：259 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71055	北中アメリカ
71261	ゴッドリッチ〔オンタリオ州〕 - カナダ   緯度：43.77°N   経度：81.72°W   高度：214 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71261	北中アメリカ
71139	サイプレスヒルズ - カナダ   緯度：49.64°N   経度：109.51°W   高度：1271 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71139	北中アメリカ
71451	サウスエンド〔サスカチュワン〕 - カナダ   緯度：56.33°N   経度：103.28°W   高度：344 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71451	北中アメリカ
71335	サグレク湾〔ニューファンドランド・ラブラドル〕 - カナダ   緯度：58.33°N   経度：62.59°W   高度：500 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71335	北中アメリカ
71866	サスカトゥーン〔サスカチュワン州〕 - カナダ   緯度：52.17°N   経度：106.72°W   高度：504 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71866	北中アメリカ
71467	サックスハーバー〔ノースウェスト準州〕 - カナダ   緯度：71.99°N   経度：125.25°W   高度：88 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71467	北中アメリカ
71702	サマーサイド〔プリンスエドワードアイランド〕 - カナダ   緯度：46.44°N   経度：63.84°W   高度：12 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71702	北中アメリカ
71768	サマーランド〔ブリティッシュコロンビア〕 - カナダ   緯度：49.56°N   経度：119.64°W   高度：454 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71768	北中アメリカ
71967	サンジェルマンドグランタム〔ケベック州〕 - カナダ   緯度：45.83°N   経度：72.54°W   高度：85 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71967	北中アメリカ
71720	サンタガトデモン〔ケベック州〕 - カナダ   緯度：49.83°N   経度：124.48°W   高度：125 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71720	北中アメリカ
71392	サントフォワ〔ケベック〕 - カナダ   緯度：46.78°N   経度：71.29°W   高度：91 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71392	北中アメリカ
71101	サンドスピット〔ブリティッシュコロンビア州〕 - カナダ   緯度：53.25°N   経度：131.81°W   高度：6 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71101	北中アメリカ
71198	サンピエール湖〔ケベック〕 - カナダ   緯度：46.18°N   経度：72.92°W   高度：16 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71198	北中アメリカ
71218	サーモンアーム〔ブリティッシュコロンビア〕 - カナダ   緯度：50.70°N   経度：119.29°W   高度：350 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71218	北中アメリカ
71695	ザパー〔マニトバ州〕 - カナダ   緯度：53.97°N   経度：101.10°W   高度：274 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71695	北中アメリカ
71828	シェファービル〔ケベック州〕 - カナダ   緯度：54.80°N   経度：66.80°W   高度：521 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71828	北中アメリカ
71707	シドニー〔ノバスコシア州〕 - カナダ   緯度：46.17°N   経度：60.05°W   高度：62 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71707	北中アメリカ
71642	シャプロー〔オンタリオ〕 - カナダ   緯度：47.82°N   経度：83.35°W   高度：448 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71642	北中アメリカ
71824	シャペ〔ケベック〕 - カナダ   緯度：49.82°N   経度：74.97°W   高度：381 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71824	北中アメリカ
71523	シャムーシュアーヌ川〔ケベック〕 - カナダ   緯度：49.28°N   経度：73.36°W   高度：304 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71523	北中アメリカ
71370	ショーウィニガン〔ケベック〕 - カナダ   緯度：46.56°N   経度：72.73°W   高度：110 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71370	北中アメリカ
71834	ジェラルトン〔オンタリオ州〕 - カナダ   緯度：49.78°N   経度：86.93°W   高度：348 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71834	北中アメリカ
71486	ジャスパー WARDEN〔アルバータ〕 - カナダ   緯度：52.93°N   経度：118.03°W   高度：1020 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71486	北中アメリカ
71363	ジョアヘーブン〔ヌナバット準州〕 - カナダ   緯度：68.64°N   経度：95.85°W   高度：42 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71363	北中アメリカ
71617	ジョンキエール〔ケベック〕 - カナダ   緯度：48.42°N   経度：71.15°W   高度：128 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71617	北中アメリカ
71446	スウィフトカレント〔サスカチュワン州〕 - カナダ   緯度：50.27°N   経度：107.73°W   高度：825 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71446	北中アメリカ
71207	スカミッシュ〔ブリティッシュコロンビア〕 - カナダ   緯度：49.78°N   経度：123.16°W   高度：52 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71207	北中アメリカ
71815	スティーブンビル〔ニューファンドランド・ラブラドル州〕 - カナダ   緯度：48.53°N   経度：58.55°W   高度：25 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71815	北中アメリカ
71289	ステットラー〔アルバータ〕 - カナダ   緯度：52.35°N   経度：112.60°W   高度：795 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71289	北中アメリカ
71017	ステファンソン島〔ヌナバット準州〕 - カナダ   緯度：73.77°N   経度：105.30°W   高度：11 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71017	北中アメリカ
71132	ストーニーラピッズ〔サスカチュワン〕 - カナダ   緯度：59.25°N   経度：105.84°W   高度：245 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71132	北中アメリカ
71571	スピリットリバー〔アルバータ〕 - カナダ   緯度：55.69°N   経度：119.23°W   高度：1015 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71571	北中アメリカ
71950	スミザーズ〔ブリティッシュコロンビア州〕 - カナダ   緯度：54.83°N   経度：127.18°W   高度：523 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71950	北中アメリカ
71069	スレーブレーク〔アルバータ州〕 - カナダ   緯度：55.29°N   経度：114.78°W   高度：583 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71069	北中アメリカ
71443	スワンリバー〔マニトバ〕 - カナダ   緯度：52.12°N   経度：101.23°W   高度：335 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71443	北中アメリカ
71260	スーセントマリー〔オンタリオ州〕 - カナダ   緯度：46.48°N   経度：84.51°W   高度：192 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71260	北中アメリカ
71842	スールックアウト〔オンタリオ州〕 - カナダ   緯度：50.12°N   経度：91.90°W   高度：383 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71842	北中アメリカ
71279	セティル〔ケベック州〕 - カナダ   緯度：50.22°N   経度：66.25°W   高度：53 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71279	北中アメリカ
71558	セントアンソニー〔ニューファンドランド・ラブラドル〕 - カナダ   緯度：51.38°N   経度：56.10°W   高度：29 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71558	北中アメリカ
71107	セントジェームズ岬〔ブリティッシュコロンビア州〕 - カナダ   緯度：51.94°N   経度：131.02°W   高度：92 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71107	北中アメリカ
71310	セントピーターズ〔プリンスエドワードアイランド州〕 - カナダ   緯度：46.45°N   経度：62.58°W   高度：30 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71310	北中アメリカ
71275	セントポール〔アルバータ〕 - カナダ   緯度：54.01°N   経度：111.27°W   高度：649 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71275	北中アメリカ
71703	セントレナード〔ニューブランズウィック〕 - カナダ   緯度：47.16°N   経度：67.83°W   高度：242 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71703	北中アメリカ
71600	セーブル島〔ノバスコシア州〕 - カナダ   緯度：43.93°N   経度：60.01°W   高度：5 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71600	北中アメリカ
71334	タドゥール湖〔マニトバ〕 - カナダ   緯度：58.72°N   経度：98.50°W   高度：262 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71334	北中アメリカ
71580	タルユアク〔ヌナバット準州〕 - カナダ   緯度：69.55°N   経度：93.58°W   高度：28 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71580	北中アメリカ
71696	チャーチル〔マニトバ州〕 - カナダ   緯度：58.73°N   経度：94.07°W   高度：28 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71696	北中アメリカ
71045	テズリン〔ユーコン準州〕 - カナダ   緯度：60.17°N   経度：132.73°W   高度：705 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71045	北中アメリカ
71589	テラノバ国立公園〔ニューファンドランド・ラブラドル〕 - カナダ   緯度：48.56°N   経度：53.97°W   高度：107 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71589	北中アメリカ
71222	ディーズレーク CAMPBELL〔ブリティッシュコロンビア〕 - カナダ   緯度：58.43°N   経度：130.03°W   高度：802 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71222	北中アメリカ
71958	ディーズレーク〔ブリティッシュコロンビア州〕 - カナダ   緯度：58.42°N   経度：130.02°W   高度：792 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71958	北中アメリカ
71503	デリネ〔ノースウェスト準州〕 - カナダ   緯度：65.21°N   経度：123.43°W   高度：213 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71503	北中アメリカ
71492	トゥクチノーガイト国立公園 - カナダ   緯度：69.20°N   経度：122.36°W   高度：552 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71492	北中アメリカ
71959	トゥクトヤクトゥク〔ノースウェスト準州〕 - カナダ   緯度：46.65°N   経度：60.95°W   高度：44 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71959	北中アメリカ
71985	トゥクトヤトゥク〔ノースウェスト準州〕 - カナダ   緯度：69.43°N   経度：133.02°W   高度：5 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71985	北中アメリカ
71402	トウィリンゲート〔ニューファンドランド・ラブラドル〕 - カナダ   緯度：49.68°N   経度：54.80°W   高度：92 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71402	北中アメリカ
71621	トレントン〔オンタリオ〕 - カナダ   緯度：44.12°N   経度：77.53°W   高度：86 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71621	北中アメリカ
71724	トロワリビエール〔ケベック〕 - カナダ   緯度：46.36°N   経度：72.52°W   高度：6 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71724	北中アメリカ
71508	トロント〔オンタリオ州〕 - カナダ   緯度：43.67°N   経度：79.40°W   高度：112 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71508	北中アメリカ
71079	トンプソン〔マニトバ州〕 - カナダ   緯度：55.80°N   経度：97.86°W   高度：223 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71079	北中アメリカ
71237	ドラムヘラーEAST〔アルバータ〕 - カナダ   緯度：51.44°N   経度：112.68°W   高度：678 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71237	北中アメリカ
71966	ドーソン〔ユーコン準州〕 - カナダ   緯度：64.05°N   経度：139.13°W   高度：370 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71966	北中アメリカ
71550	ドーフィン〔マニトバ州〕 - カナダ   緯度：51.10°N   経度：100.06°W   高度：304 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71550	北中アメリカ
71832	ナガガミ〔オンタリオ州〕 - カナダ   緯度：49.75°N   経度：84.16°W   高度：264 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71832	北中アメリカ
71216	ナクスプ〔ブリティッシュコロンビア〕 - カナダ   緯度：50.27°N   経度：117.81°W   高度：512 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71216	北中アメリカ
71813	ナタシュクアン〔ケベック州〕 - カナダ   緯度：50.18°N   経度：61.80°W   高度：11 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71813	北中アメリカ
71956	ニコルソン半島〔ノースウェスト準州〕 - カナダ   緯度：45.88°N   経度：82.57°W   高度：189 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71956	北中アメリカ
71723	ニコレー〔ケベック〕 - カナダ   緯度：46.23°N   経度：72.66°W   高度：8 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71723	北中アメリカ
71312	ニパウィン〔サスカチュワン〕 - カナダ   緯度：53.33°N   経度：104.00°W   高度：372 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71312	北中アメリカ
71619	ニューカーライル〔ケベック〕 - カナダ   緯度：48.01°N   経度：65.33°W   高度：46 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71619	北中アメリカ
71776	ネルソン〔ブリティッシュコロンビア〕 - カナダ   緯度：49.49°N   経度：117.31°W   高度：535 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71776	北中アメリカ
71902	ネーン〔ニューファンドランド・ラブラドル州〕 - カナダ   緯度：56.55°N   経度：61.68°W   高度：7 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71902	北中アメリカ
71665	ネーン〔ニューファンドランド州〕 - カナダ   緯度：56.55°N   経度：61.68°W   高度：8 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71665	北中アメリカ
71876	ノースバトルフォード〔サスカチュワン州〕 - カナダ   緯度：52.77°N   経度：108.25°W   高度：548 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71876	北中アメリカ
71731	ノースベイ〔オンタリオ州〕 - カナダ   緯度：46.36°N   経度：79.42°W   高度：370 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71731	北中アメリカ
71480	ノーマンウェルズ〔ノースウェスト準州〕 - カナダ   緯度：65.29°N   経度：126.75°W   高度：94 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71480	北中アメリカ
71379	ノーマンディン〔ケベック〕 - カナダ   緯度：48.84°N   経度：72.55°W   高度：137 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71379	北中アメリカ
71226	ハイプレーリー〔アルバータ〕 - カナダ   緯度：55.40°N   経度：116.48°W   高度：602 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=71226	北中アメリカ
